,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
47,48,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-06
893,894,Agra,Fatehpur Sikri,Potato,Local,FAQ,2500,2800,2665,2020-11-06
349,350,Agra,Agra,Potato,Desi,FAQ,2700,2950,2810,2020-11-07
892,893,Agra,Fatehpur Sikri,Potato,Local,FAQ,2550,2850,2700,2020-11-07
46,47,Agra,Achnera,Potato,Desi,FAQ,2780,2860,2820,2020-11-07
629,630,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-11-07
45,46,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-08
891,892,Agra,Fatehpur Sikri,Potato,Local,FAQ,2650,2900,2765,2020-11-09
44,45,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-09
628,629,Agra,Fatehabad,Potato,Desi,FAQ,2000,2200,2050,2020-11-09
348,349,Agra,Agra,Potato,Desi,FAQ,2700,2950,2820,2020-11-09
347,348,Agra,Agra,Potato,Desi,FAQ,2700,3000,2850,2020-11-10
890,891,Agra,Fatehpur Sikri,Potato,Local,FAQ,2650,2950,2800,2020-11-10
627,628,Agra,Fatehabad,Potato,Desi,FAQ,2200,2300,2250,2020-11-10
43,44,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-11-10
626,627,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-11-11
346,347,Agra,Agra,Potato,Desi,FAQ,2700,2950,2820,2020-11-11
889,890,Agra,Fatehpur Sikri,Potato,Local,FAQ,2650,2900,2780,2020-11-11
42,43,Agra,Achnera,Potato,Desi,FAQ,2780,2860,2820,2020-11-11
345,346,Agra,Agra,Potato,Desi,FAQ,2700,3000,2840,2020-11-12
888,889,Agra,Fatehpur Sikri,Potato,Local,FAQ,2700,2950,2815,2020-11-12
625,626,Agra,Fatehabad,Potato,Desi,FAQ,1800,1900,1850,2020-11-12
887,888,Agra,Fatehpur Sikri,Potato,Local,FAQ,2700,3000,2850,2020-11-13
41,42,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020-11-13
344,345,Agra,Agra,Potato,Desi,FAQ,2750,3000,2850,2020-11-13
886,887,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,2950,2875,2020-11-14
343,344,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020-11-14
40,41,Agra,Achnera,Potato,Desi,FAQ,2800,2860,2830,2020-11-14
39,40,Agra,Achnera,Potato,Desi,FAQ,2800,2860,2830,2020-11-15
885,886,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,2950,2890,2020-11-16
342,343,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020-11-16
38,39,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020-11-16
624,625,Agra,Fatehabad,Potato,Desi,FAQ,1900,2000,1950,2020-11-17
884,885,Agra,Fatehpur Sikri,Potato,Local,FAQ,2750,2950,2865,2020-11-17
37,38,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020-11-17
883,884,Agra,Fatehpur Sikri,Potato,Local,FAQ,2750,2950,2875,2020-11-18
36,37,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,2020-11-18
341,342,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020-11-18
623,624,Agra,Fatehabad,Potato,Desi,FAQ,1800,1850,1820,2020-11-18
882,883,Agra,Fatehpur Sikri,Potato,Local,FAQ,2750,2980,2860,2020-11-19
622,623,Agra,Fatehabad,Potato,Desi,FAQ,2000,2050,2020,2020-11-19
340,341,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,2020-11-19
35,36,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,2020-11-20
339,340,Agra,Agra,Potato,Desi,FAQ,2800,3000,2890,2020-11-20
621,622,Agra,Fatehabad,Potato,Desi,FAQ,2500,2550,2520,2020-11-20
881,882,Agra,Fatehpur Sikri,Potato,Local,FAQ,2700,3000,2885,2020-11-20
338,339,Agra,Agra,Potato,Desi,FAQ,2700,3000,2850,2020-11-21
620,621,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,2020-11-21
880,881,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,3000,2900,2020-11-21
34,35,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,2020-11-21
33,34,Agra,Achnera,Potato,Desi,FAQ,2820,2900,2860,2020-11-22
879,880,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,3000,2920,2020-11-23
337,338,Agra,Agra,Potato,Desi,FAQ,2750,3000,2880,2020-11-23
619,620,Agra,Fatehabad,Potato,Desi,FAQ,2500,2600,2550,2020-11-23
32,33,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,2020-11-23
336,337,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,2020-11-24
1170,1171,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,2020-11-24
31,32,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,2020-11-24
618,619,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,2020-11-24
1504,1505,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,2020-11-24
878,879,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,3000,2905,2020-11-24
1169,1170,Agra,Jagnair,Potato,Desi,FAQ,3000,3200,3100,2020-11-25
617,618,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,2020-11-25
30,31,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,2020-11-25
335,336,Agra,Agra,Potato,Desi,FAQ,2800,3000,2890,2020-11-25
877,878,Agra,Fatehpur Sikri,Potato,Local,FAQ,2700,3000,2890,2020-11-25
334,335,Agra,Agra,Potato,Desi,FAQ,2750,2950,2880,2020-11-26
616,617,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2750,2020-11-26
1168,1169,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,2020-11-26
876,877,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,2910,2020-11-26
29,30,Agra,Achnera,Potato,Desi,FAQ,2830,2910,2870,2020-11-27
1167,1168,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,2020-11-27
875,876,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,3100,2945,2020-11-27
333,334,Agra,Agra,Potato,Desi,FAQ,2750,2950,2870,2020-11-27
28,29,Agra,Achnera,Potato,Desi,FAQ,2820,2900,2860,2020-11-28
1166,1167,Agra,Jagnair,Potato,Desi,FAQ,2500,2700,2600,2020-11-28
615,616,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2730,2020-11-28
332,333,Agra,Agra,Potato,Desi,FAQ,2800,3000,2900,2020-11-28
1503,1504,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,2020-11-29
27,28,Agra,Achnera,Potato,Desi,FAQ,3750,3850,3800,2020-11-29
1165,1166,Agra,Jagnair,Potato,Desi,FAQ,2600,2700,2650,2020-11-30
26,27,Agra,Achnera,Potato,Desi,FAQ,2830,2930,2880,2020-11-30
331,332,Agra,Agra,Potato,Desi,FAQ,2800,3100,2950,2020-11-30
614,615,Agra,Fatehabad,Potato,Desi,FAQ,2700,2800,2740,2020-11-30
874,875,Agra,Fatehpur Sikri,Potato,Local,FAQ,2900,3050,2960,2020-11-30
1502,1503,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,2020-11-30
25,26,Agra,Achnera,Potato,Desi,FAQ,2840,2940,2890,2020-12-01
1164,1165,Agra,Jagnair,Potato,Desi,FAQ,2200,2400,2300,2020-12-01
1501,1502,Agra,Khairagarh,Potato,Desi,FAQ,2900,3000,2950,2020-12-01
613,614,Agra,Fatehabad,Potato,Desi,FAQ,2650,2730,2700,2020-12-01
24,25,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-12-02
1500,1501,Agra,Khairagarh,Potato,Desi,FAQ,2800,2900,2850,2020-12-02
1163,1164,Agra,Jagnair,Potato,Desi,FAQ,2300,2400,2350,2020-12-02
330,331,Agra,Agra,Potato,Desi,FAQ,2900,3150,3050,2020-12-02
612,613,Agra,Fatehabad,Potato,Desi,FAQ,2700,2750,2720,2020-12-02
873,874,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,2925,2020-12-02
329,330,Agra,Agra,Potato,Desi,FAQ,2900,3100,3000,2020-12-03
1162,1163,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,2020-12-03
1499,1500,Agra,Khairagarh,Potato,Desi,FAQ,2700,2900,2800,2020-12-03
872,873,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,2940,2020-12-03
328,329,Agra,Agra,Potato,Desi,FAQ,2800,3100,2950,2020-12-04
1161,1162,Agra,Jagnair,Potato,Desi,FAQ,1700,1900,1800,2020-12-04
871,872,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,3050,2915,2020-12-04
611,612,Agra,Fatehabad,Potato,Desi,FAQ,2200,2300,2250,2020-12-04
23,24,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,2020-12-04
1498,1499,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-04
327,328,Agra,Agra,Potato,Desi,FAQ,2600,2850,2720,2020-12-05
1497,1498,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-05
870,871,Agra,Fatehpur Sikri,Potato,Local,FAQ,0,0,2925,2020-12-05
22,23,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,2020-12-05
1160,1161,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,2020-12-05
1496,1497,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-06
21,22,Agra,Achnera,Potato,Desi,FAQ,2650,2750,2700,2020-12-06
1159,1160,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,2020-12-06
610,611,Agra,Fatehabad,Potato,Desi,FAQ,2000,2100,2050,2020-12-06
1158,1159,Agra,Jagnair,Potato,Desi,FAQ,1850,2050,1950,2020-12-07
20,21,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,2020-12-07
326,327,Agra,Agra,Potato,Desi,FAQ,1900,2150,2050,2020-12-07
609,610,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-12-07
869,870,Agra,Fatehpur Sikri,Potato,Local,FAQ,2800,2980,2880,2020-12-07
1495,1496,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-07
19,20,Agra,Achnera,Potato,Desi,FAQ,2350,2450,2400,2020-12-08
1494,1495,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-08
1157,1158,Agra,Jagnair,Potato,Desi,FAQ,1800,2000,1900,2020-12-08
608,609,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-12-08
325,326,Agra,Agra,Potato,Desi,FAQ,1900,2100,2000,2020-12-09
868,869,Agra,Fatehpur Sikri,Potato,Local,FAQ,2500,2800,2640,2020-12-09
18,19,Agra,Achnera,Potato,Desi,FAQ,2300,2400,2350,2020-12-09
1493,1494,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-09
607,608,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-12-09
324,325,Agra,Agra,Potato,Desi,FAQ,1900,2150,2050,2020-12-10
1492,1493,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020-12-10
606,607,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-12-10
867,868,Agra,Fatehpur Sikri,Potato,Local,FAQ,2050,2250,2150,2020-12-10
1491,1492,Agra,Khairagarh,Potato,Desi,FAQ,1600,1800,1700,2020-12-11
1156,1157,Agra,Jagnair,Potato,Desi,FAQ,1700,1900,1800,2020-12-11
866,867,Agra,Fatehpur Sikri,Potato,Local,FAQ,2000,2150,2080,2020-12-11
17,18,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,2020-12-11
323,324,Agra,Agra,Potato,Desi,FAQ,1850,2050,1980,2020-12-11
865,866,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900,2100,2000,2020-12-12
16,17,Agra,Achnera,Potato,Desi,FAQ,1650,1750,1700,2020-12-12
605,606,Agra,Fatehabad,Potato,Desi,FAQ,1400,1500,1450,2020-12-12
1490,1491,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-12
322,323,Agra,Agra,Potato,Desi,FAQ,1850,2050,1950,2020-12-12
15,16,Agra,Achnera,Potato,Desi,FAQ,1700,1800,1750,2020-12-13
1489,1490,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-13
14,15,Agra,Achnera,Potato,Desi,FAQ,1700,1800,1750,2020-12-14
1488,1489,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-14
604,605,Agra,Fatehabad,Potato,Desi,FAQ,1400,1450,1430,2020-12-14
321,322,Agra,Agra,Potato,Desi,FAQ,1800,2000,1920,2020-12-14
864,865,Agra,Fatehpur Sikri,Potato,Local,FAQ,1900,2150,2015,2020-12-14
1155,1156,Agra,Jagnair,Potato,Desi,FAQ,1600,1800,1700,2020-12-15
863,864,Agra,Fatehpur Sikri,Potato,Local,FAQ,1800,2100,1945,2020-12-15
603,604,Agra,Fatehabad,Potato,Desi,FAQ,1500,1600,1550,2020-12-15
320,321,Agra,Agra,Potato,Desi,FAQ,1300,1550,1450,2020-12-15
13,14,Agra,Achnera,Potato,Desi,FAQ,1400,1500,1450,2020-12-15
602,603,Agra,Fatehabad,Potato,Desi,FAQ,1500,1550,1520,2020-12-16
319,320,Agra,Agra,Potato,Desi,FAQ,1050,1300,1210,2020-12-16
862,863,Agra,Fatehpur Sikri,Potato,Local,FAQ,1350,1650,1480,2020-12-16
1154,1155,Agra,Jagnair,Potato,Desi,FAQ,1600,1700,1650,2020-12-16
12,13,Agra,Achnera,Potato,Desi,FAQ,1350,1450,1400,2020-12-16
1487,1488,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-16
601,602,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-12-17
861,862,Agra,Fatehpur Sikri,Potato,Local,FAQ,1200,1400,1300,2020-12-17
1153,1154,Agra,Jagnair,Potato,Desi,FAQ,1300,1400,1350,2020-12-17
318,319,Agra,Agra,Potato,Desi,FAQ,950,1200,1050,2020-12-17
1486,1487,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-17
1152,1153,Agra,Jagnair,Potato,Desi,FAQ,1350,1450,1400,2020-12-18
11,12,Agra,Achnera,Potato,Desi,FAQ,1000,1100,1050,2020-12-18
860,861,Agra,Fatehpur Sikri,Potato,Local,FAQ,1150,1350,1250,2020-12-18
317,318,Agra,Agra,Potato,Desi,FAQ,1100,1380,1250,2020-12-18
1485,1486,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-18
316,317,Agra,Agra,Potato,Desi,FAQ,1000,1200,1100,2020-12-19
1151,1152,Agra,Jagnair,Potato,Desi,FAQ,1250,1350,1300,2020-12-19
859,860,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100,1500,1260,2020-12-19
600,601,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-12-19
10,11,Agra,Achnera,Potato,Desi,FAQ,950,1050,1000,2020-12-19
1484,1485,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-19
1483,1484,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-20
1150,1151,Agra,Jagnair,Potato,Desi,FAQ,1200,1300,1250,2020-12-20
9,10,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-20
599,600,Agra,Fatehabad,Potato,Desi,FAQ,1200,1300,1250,2020-12-20
1482,1483,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-12-21
8,9,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-21
315,316,Agra,Agra,Potato,Desi,FAQ,1000,1200,1110,2020-12-21
858,859,Agra,Fatehpur Sikri,Potato,Local,FAQ,1100,1300,1200,2020-12-21
1149,1150,Agra,Jagnair,Potato,Desi,FAQ,600,800,700,2020-12-21
7,8,Agra,Achnera,Potato,Desi,FAQ,820,920,870,2020-12-22
1481,1482,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-12-22
598,599,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020-12-22
857,858,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000,1300,1155,2020-12-22
314,315,Agra,Agra,Potato,Desi,FAQ,850,1100,980,2020-12-22
1148,1149,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,2020-12-22
1147,1148,Agra,Jagnair,Potato,Desi,FAQ,650,750,700,2020-12-23
1480,1481,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-23
6,7,Agra,Achnera,Potato,Desi,FAQ,950,1050,1000,2020-12-23
856,857,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000,1300,1165,2020-12-23
313,314,Agra,Agra,Potato,Desi,FAQ,900,1100,980,2020-12-23
1479,1480,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-24
855,856,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000,1300,1120,2020-12-24
1146,1147,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-24
597,598,Agra,Fatehabad,Potato,Desi,FAQ,800,1000,850,2020-12-24
312,313,Agra,Agra,Potato,Desi,FAQ,880,1100,975,2020-12-24
311,312,Agra,Agra,Potato,Desi,FAQ,900,1100,990,2020-12-25
854,855,Agra,Fatehpur Sikri,Potato,Local,FAQ,1050,1250,1145,2020-12-25
1145,1146,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-25
1478,1479,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-25
596,597,Agra,Fatehabad,Potato,Desi,FAQ,1000,1100,1050,2020-12-25
5,6,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-25
853,854,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000,1200,1080,2020-12-26
595,596,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-12-26
1477,1478,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-26
310,311,Agra,Agra,Potato,Desi,FAQ,850,1100,980,2020-12-26
4,5,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-26
1144,1145,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-26
1476,1477,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-27
594,595,Agra,Fatehabad,Potato,Desi,FAQ,850,950,900,2020-12-27
3,4,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-27
1143,1144,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-27
1475,1476,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-28
593,594,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-12-28
309,310,Agra,Agra,Potato,Desi,FAQ,800,1100,950,2020-12-28
852,853,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000,1200,1095,2020-12-28
2,3,Agra,Achnera,Potato,Desi,FAQ,850,950,900,2020-12-28
1142,1143,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-28
1141,1142,Agra,Jagnair,Potato,Desi,FAQ,800,860,830,2020-12-29
1,2,Agra,Achnera,Potato,Desi,FAQ,800,900,850,2020-12-29
308,309,Agra,Agra,Potato,Desi,FAQ,800,1080,950,2020-12-29
1474,1475,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020-12-29
851,852,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1200,1040,2020-12-29
592,593,Agra,Fatehabad,Potato,Desi,FAQ,800,900,850,2020-12-30
0,1,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,2020-12-30
1140,1141,Agra,Jagnair,Potato,Desi,FAQ,800,900,850,2020-12-30
307,308,Agra,Agra,Potato,Desi,FAQ,800,1050,940,2020-12-30
850,851,Agra,Fatehpur Sikri,Potato,Local,FAQ,1000,1120,1065,2020-12-30
1473,1474,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-12-30
1472,1473,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020-12-31
591,592,Agra,Fatehabad,Potato,Desi,FAQ,700,800,750,2020-12-31
306,307,Agra,Agra,Potato,Desi,FAQ,800,1100,960,2020-12-31
849,850,Agra,Fatehpur Sikri,Potato,Local,FAQ,900,1100,1015,2020-12-31
1139,1140,Agra,Jagnair,Potato,Desi,FAQ,750,850,800,2020-12-31
